Ticker
BHG
CS
LUMN
OLPX
LU
ZIM
CVNA
PSNY
DISH
ELAN
CTLT
VNO
LNC
XPEV
LCID
VFC
NWL
MPW
SNAP
MRVI
KSS
MTCH
LYFT
BXP
KRC
WAL
UPST
PARA
PLUG
TWKS
MQ
RIVN
FHN
PTON
SSL
ZION
CMA
NIO
CLVT
SITM
RNG
HIW
TWLO
HELE
DNA
QS
KEY
LITE
GNRC
VSCO
AVAL
FSR
ROKU
SFBS
BAK
AFRM
ICL
OGN
CABO
MP
DAVA
TV
ZI
CUZ
BXMT
SIRI
MOS
GETY
FIS
TSN
IEP
WOOF
AQN
SYNA
INDB
BAX
AA
AAP
AZTA
BMBL
DNB
VLY
NTR
GBTG
GDRX
AMBP
WOLF
USB
WRK
SYNH
VET
GBCI
SWX
PHI
EBC
D
NEOG
ROG
LAZR
DLO
TRIP
TFC
CNXC
AMC
FFIN
TCN
SBSW
WDC
NFE
CIB
PNFP
CCI
CF
SFNC
RUN
AQNU
FIVN
AMED
UMBF
ASGN
ECX
IFF
LSPD
IP
LBRDK
HAS
MMM
PEAK
PTEN
LUV
FHB
VIAV
CRK
FIBK
CPE
RPD
OMCL
GPS
GTLS
HASI
ALLY
SNV
ERIC
GEN
AR
SOFI
NEM
JWN
LBRDA
BNTX
APP
CFG
AIZ
BTE
UAA
VRNT
SEE
AVTR
EWBC
GRFS
MRCY
FITB
WBD
UA
UGI
JD
VOD
NTRS
SWK
OUT
MHK
CLF
WD
WLY
HP
TRP
COLB
INTC
VIRT
UI
LIVN
LSXMK
CE
LSXMA
WU
NVEI
HUN
JBLU
SQ
MXL
KW
CC
AYX
EC
PINC
ABCB
DLR
CHTR
SM
ESS
PFE
DOCU
NRG
ABR
IHS
NUVA
MTB
REZI
NCR
CADE
CACC
VZ
CVS
ARE
TRMB
STX
PAAS
LBTYA
W
DVN
SBAC
BPOP
IAC
FYBR
UCBI
MAT
LBTYK
CBU
STWD
BTO
CG
NLY
WHD
TNL
WHR
DOW
CUK
HWC
NFG
PK
MKSI
BIO
WBA
PNC
CBSH
FORM
SU
SHC
TSLA
PLTK
OVV
AY
RHI
ASAI
CHPT
ETRN
SWN
BALL
JAMF
ASB
JLL
TGNA
TDOC
LDOS
HBAN
MCW
WF
LEVI
IRT
SMG
AGNC
NTCO
LHX
WIT
WBS
CM
U
BTI
M
RCM
LAD
CPT
NSA
WB
FRT
CATY
MRTX
DOC
MAC
RITM
HR
BNS
VRNS
HALO
TFSL
BKI
SQM
CNS
PYPL
CCL
EPAM
RYN
EMN
WTFC
PBA
FMS
BNL
GLPG
BHFAN
VTR
AWI
CRI
SID
KMX
CVE
CNC
WY
KIM
GSK
APPN
AMCR
ENV
EXPE
AIRC
PBR-A
PPC
BX
BAC
T
MODG
CCK
PKI
PRU
ONB
KEP
WAT
SKM
SITC
CNX
QCOM
INFY
PENN
BG
JKS
BKR
KNTK
MET
ZD
HRL
SHG
UTF
MAN
SCHW
PRFT
HAYW
THG
OZKAP
WSFS
ZM
NOV
ES
OSK
CARG
FBP
EBR
SBRA
BN
SPR
AVNT
PBR
APA
MRVL
AGR
AMT
VTRS
MATX
HPQ
XRX
AMRC
PSEC
WMB
SSRM
UBSI
EPR
KB
RPRX
VICR
IART
DAR
EQR
NOK
BHC
TU
TS
RVTY
MGY
CFR
ALVO
SSB
HAL
DTM
ENB
DXC
MC
CD
KT
CINF
WPC
SCL
JKHY
KFY
SHOO
SUI
EXC
RF
DTE
ENOV
BKH
ALRM
PXD
IVZ
TD
BMO
HE
DUK
UTG
ZWS
CMS
TFX
MO
GPN
OFC
VIV
LGF-A
SPB
MORN
ILMN
GMED
BMY
DQ
KMI
MAA
MEOH
COF
NVST
MGA
PKG
REXR
HHC
LAZ
OLN
PHG
PDCO
ZBRA
CAR
PB
WRB
MRO
CSL
LGF-B
IFS
YETI
BBWI
MDT
BRX
LYB
UDR
ETR
LBRT
WFG
PECO
ALB
EXR
EQNR
BL
INCY
ADM
CIGI
GTLB
AEP
CVI
HTZ
WELL
S
REG
NOMD
YOU
HOOD
CSAN
ADT
TAC
GO
EL
BHF
NCNO
QDEL
LEG
AVB
HST
OMF
PDI
DIS
NXE
BILI
AAL
PM
CIEN
HRMY
TROW
CTRA
BBD
TEF
DORM
WMG
XEL
FTS
DINO
SHO
CRL
WEC
STEP
AB
ARCH
EQH
FNF
FFIV
EVRG
KD
UNP
J
NVG
BCE
NTCT
NEP
SR
TRU
SIX
WLK
O
SUZ
HRB
NCLH
PCH
VAC
POOL
JXN
WH
AEG
VLO
LNT
FE
RUM
WTRG
GOOS
LH
OWL
NTLA
NI
SRE
EQT
SHW
SXT
PRGO
CTSH
XP
TSEM
TENB
PAX
COIN
SLM
AVT
CEQP
AEO
ASH
CWEN
OKE
JBT
SGRY
INFA
FSK
TEAM
OGE
DAL
JNJ
NGG
YMM
SYY
AEE
OZK
PEG
SYF
AKAM
QRVO
CNA
HOG
HPE
X
VALE
SRCL
AFG
JAZZ
LXP
GM
BEP
ZLAB
CZR
CPG
DNP
BIP
AGO
STR
TM
BB
AMGN
LTHM
DSEY
SNX
NSC
MRNA
CQP
KMPR
GOLD
FMC
CWEN-A
HSIC
BVN
OGS
ENTG
GLW
OXY
ALL
PAYX
LPX
AMH
MTDR
PPL
ESI
GLNG
KDP
BZ
CVX
AIG
AGTI
CYTK
NAD
MGEE
G
L
C
SPG
NXST
KOS
NHI
GBDC
CPRI
ELS
NTAP
VNOM
BILL
GLOB
GD
CNP
BBY
APLE
ADBE
GH
RIO
DOCN
PROK
NTES
TECH
HESM
FOXA
SE
JOBY
IMO
HBANP
FOX
PATH
WPP
DHR
TLK
CWH
EFR
NEA
TCBI
MOH
STE
APAM
FAF
ESMT
NWE
PEGA
INVH
TREX
PAGS
EW
BTU
RBA
ST
TGT
MT
GNTX
LAC
JHX
TER
BK
DGX
LPL
SRC
BURL
PSMT
EXG
PSTG
SSNC
AZPN
IOSP
JOE
WFC
RPM
ABBV
CNQ
DPZ
AMBA
BSBR
AYI
PYCR
TEVA
RKT
CNHI
ALK
ABM
IBM
F
ASAN
DFS
MU
PZZA
ELV
LEA
BABA
CAE
BRP
RY
CRC
KRG
GME
EVTC
FUN
BOKF
ETG
SAM
PSA
ABT
GTES
SO
MAS
EBAY
DEO
RCI
AVA
ACIW
HQY
NMR
MKC
CB
BEN
ADC
GIL
VST
PFG
FNB
WMS
TMO
FCPT
LAMR
CHRW
HCP
PLNT
EA
NOC
SF
LZ
ENLC
AESC
PNM
FL
CMCSA
LCII
EVR
INSM
ZS
AMR
CRUS
CBRE
CPK
SIL
EOG
AXP
AWK
RJF
FUL
BEPC
JHG
CSTM
HEP
SCI
EPD
BSAC
KKR
DE
BPMC
BIPC
VSAT
EMR
BTG
NNN
CHH
CSQ
PRMW
BE
HGTY
CHK
CHT
HII
GGB
JNPR
CME
CI
AXS
IDA
LYV
UPS
STZ
MIDD
RKLB
PSX
ABNB
KMT
RH
ALE
ACI
R
TFPM
NXPI
BCC
CTVA
BANF
AGCO
SWKS
TXN
CHKP
ED
CSX
FRPT
HRI
K
KHC
ALLE
OHI
SEAS
APTV
BDX
ORAN
ARW
OPCH
ATHM
CBT
SMPL
BAP
SPLK
TRGP
VOX
ARCC
ATVI
COLM
TX
SLAB
IQV
EQC
SNN
TXT
FRSH
AVY
TEL
CWAN
STT
EXEL
UNH
NPO
CSCO
VAL
COP
E
KLIC
ORCC
HON
NVMI
BOX
TRNO
MS
BF-B
FR
HD
FCX
IRTC
MUR
LFUS
IONS
GDDY
BXSL
PDCE
TSM
POR
REYN
FLO
NICE
CWT
DOOO
PII
KO
HTH
QGEN
PINS
GRMN
JEF
BHP
ABEV
AES
PLD
WNS
EXPO
HLI
DRVN
CAT
ARLP
GATX
BCS
JBHT
SHEL
SLF
NARI
BECN
AXNX
HIG
UMC
KR
EIX
ADP
AM
RTX
ALIT
DD
SON
WSM
ENPH
PNW
COOP
ATO
OKTA
UNF
PLXS
EGP
EEFT
QLYS
ACHC
CRWD
GEF
BIDU
POWI
DDOG
RARE
BC
LMT
ARNC
ICLR
GWRE
AEL
WES
NEE
HOMB
NKE
HOLX
MAIN
MPWR
SEIC
ASND
HLNE
CALM
BCPC
DASH
CHD
TRV
CDW
NWS
FLT
NDSN
PGNY
CL
ALKS
RRC
SNY
PG
CNMD
RHP
DOCS
ACN
FANG
RGEN
MTN
SPT
CNI
ARWR
STAG
ICUI
DVA
PAYC
GFS
CMI
AEM
LNG
NWSA
ENR
GS
DG
RUSHA
HGV
DNUT
TDY
BRZE
UAL
UFPI
SKT
A
ITCI
TIMB
XRAY
ADSK
BFAM
AIN
FLR
RDY
AL
FAST
VNT
HUBG
KTB
FIZZ
RRX
BUD
MMYT
IBOC
GOLF
CERT
BRK-B
ITGR
DOV
TIGO
DB
BEAM
ACGLN
VEEV
BERY
CNK
NYT
WM
MGPI
ALGN
VICI
THO
WDS
NJR
PSO
ACT
IAU
AMZN
BSM
PBH
VOYA
PIPR
QFIN
NET
CEF
DDS
IRM
PHYS
GRAB
MDU
PCTY
WDFC
THC
AMN
ESNT
CNO
TECK
LYG
KMB
SUN
KAI
EXPD
ELP
CUBE
MFC
GOOG
Z
GOOGL
GXO
POST
BLD
SLGN
FWRD
AMD
ORA
SLB
AX
ZG
EXPI
GLPI
DELL
TW
OTEX
RELX
WWD
AWR
SPGI
BCH
NBIX
WCC
CAG
EPRT
MPLX
TMUS
YELP
FN
CHE
PSLV
ROP
CDAY
FDS
LKQ
BROS
CGNX
DLB
APH
VIR
KEX
STAA
LOGI
TTWO
EFX
WAB
CCOI
FCN
HLT
MGRC
ITW
EVH
CVLT
ECL
BR
LOW
MCO
IPGP
FDX
ADNT
SONY
BLK
MSM
DOOR
ROST
MTSI
IEX
ETSY
GL
ZTS
TTE
UHS
WTW
RSG
CBRL
CRSP
NOG
EQIX
ICE
ITUB
BMA
PRVA
AMG
ET
FTV
WEX
WCN
MKTX
NYCB
DOX
NE
NVCR
HZNP
CPB
CASY
AMAT
CLX
TAK
ATR
RL
CARR
DBX
VMI
FHI
AMX
CACI
MPC
FNV
ABC
MA
ASX
LPLA
RLI
ESTC
HMC
NVS
CW
CXM
REGN
ZTO
RGLD
FLS
MTG
FBIN
KEYS
ATRC
COST
COO
ABG
BP
ALC
TTEK
MAR
JPM
ZBH
SEM
FTDR
MTD
ENSG
ORI
BAH
OC
IHG
NUE
RYAN
AGL
MUSA
V
NDAQ
MDC
AMP
TXG
HES
NSP
BEKE
OTIS
ZGN
ITT
XOM
FOXF
PEP
ALV
ERF
STM
CIG
RMD
HI
CCJ
UBS
BRC
APO
GSHD
BMRN
MSCI
MCHP
SANM
ATKR
LSI
BCO
VRRM
AZN
CP
COLD
SJM
SNDR
AMKR
MMC
EDR
AOS
UTHR
OTTR
WERN
CCCS
AFL
MUFG
SAIC
APD
SBS
TYL
RLX
PPG
ADI
ROL
TAP
MASI
WST
AVGO
ACM
DLTR
MDB
KGC
LIN
AEIS
AXTA
BRO
MSA
WDAY
FUTU
TR
PSN
STLA
TNET
BWA
SAN
PUK
FWONA
GT
UL
PBF
SNA
AN
HL
PGR
SITE
ARMK
RYAAY
EXLS
OMC
B
MWA
EPC
AON
PAGP
CIVI
INGR
EHC
RDN
CYBR
CVCO
CMC
HUM
WPM
NTNX
WMT
SIG
MOG-A
UHAL
FWONK
MSGS
EVCM
VMC
SYK
RBLX
LFST
SJW
JCI
SSD
AIT
PNR
IPG
SUM
SCCO
NVT
LRCX
TWNK
FSV
TSCO
BYD
PAA
VCTR
CORT
NOW
ABCM
SEDG
MCK
RGA
MTZ
PD
ICFI
DY
LI
WIX
PKX
AAPL
UTZ
XM
AVAV
BLKB
KNX
OLED
GILD
CPNG
GPK
UWMC
PTC
LNW
PRGS
MSFT
GPC
LGIH
HSBC
MRK
UNVR
CCU
HDB
FROG
PAC
ARCB
MLM
GGAL
ANSS
MMP
INTU
BRKR
YUM
PH
MDLZ
LOPE
LSTR
SKY
TDC
USFD
GPI
AME
MMS
KLAC
NWG
FISV
CCEP
CHX
ARES
DCP
AER
BLMN
FERG
ODFL
ETN
ALSN
URI
DCI
META
STLD
MCD
FND
VSH
HSY
PAG
ACA
SNOW
CRSR
TKR
CRH
IBN
URBN
FTNT
MGM
CNM
LECO
PANW
IBP
HEI-A
IGT
MFG
AMPH
XYL
GIS
DIOD
GIB
NSIT
AZEK
CHWY
WOR
PVH
CCS
SRAD
RTO
KBR
PFGC
DSGX
VC
BJ
CTAS
MTRN
ASML
GGG
TTD
UNM
ING
TJX
IQ
BWXT
WTS
CSWI
CBZ
RNR
JJSF
CBOE
VVV
FELE
HEI
TRI
SMAR
CHRD
SIGI
TT
BSX
VRSK
RCL
TKC
CRM
RS
HWM
CALX
GFL
WSC
UGP
RE
VMW
WIRE
BKNG
ASR
TPR
ABB
RBC
FMX
DRI
SGEN
LULU
APG
ATI
VRTX
EXP
LTH
HXL
WSO
STN
PFSI
ONON
SMFG
RRR
DNLI
DRS
PCAR
TRTN
DEN
GFI
HCA
IDXX
GMS
CRS
IR
ALTR
THS
CRVL
ENS
TTC
NOVT
ONTO
CERE
CWST
ERJ
ITRI
MNST
IT
AJG
FCFS
PCOR
WK
ARGX
AJRD
MMSI
WEN
ERIE
IBKR
PCG
BBVA
VRSN
ULTA
SKX
XENE
ANET
AQUA
HMY
GMAB
GNW
KBH
FOUR
SDGR
NTRA
IDCC
INST
CSGP
TFII
LII
DV
AU
PWSC
HAE
BRBR
VRT
ACAD
TOL
NMIH
SPOT
H
JBL
ROK
MANU
HTHT
QSR
AZO
MSI
SAP
INMD
HCM
ISRG
OLLI
SQSP
MSTR
PLTR
CVT
ESE
GWW
FOCS
BATRA
TEX
MNDY
AI
CSIQ
EURN
SBUX
DT
HUBB
MLI
PRI
ALNY
BSY
RIG
YUMC
FLEX
LLY
SNPS
BATRK
GKOS
ORCL
AMK
IAS
TPX
TPH
ON
CX
TAL
FIVE
MTH
DXCM
OR
SCPL
STNE
CFLT
KWR
HUBS
SAIA
KNSL
BDC
OMAB
CAH
TCOM
CHDN
LNTH
CPA
PWR
CLH
OI
PDD
ALG
LEN
MANH
TOST
BIIB
TDG
MYRG
XPEL
TXRH
SHAK
PODD
CDNS
ORLY
MHO
DKS
EXAS
SFM
MEDP
EME
TMHC
LEN-B
RACE
NABL
FOLD
BA
SPSC
CXT
XPO
KOF
ERO
NVO
FSS
CPRT
ACGL
SPXC
PHM
ASO
SHOP
RVMD
APPF
FLYW
SAGE
DHI
CMG
ALGM
WWE
PAM
SWAV
LSCC
SHLS
NU
LANC
LEGN
STNG
FRO
STVN
CEPU
IRDM
DKNG
UBER
KRYS
MELI
NATI
WYNN
BUR
TDW
VIPS
BGNE
GE
LVS
FIX
AGI
AAON
COTY
LW
INSP
BMI
NVDA
FTI
PTCT
GLBE
INTA
DUOL
EXTR
IPAR
BLDR
FTAI
TME
OLK
VERX
BBIO
IMCR
CROX
TGS
FCNCA
NEWR
FRHC
RELY
DECK
IOT
PCVX
FICO
WFRD
APLS
AXON
NFLX
ENIC
SRPT
TGLS
NEO
PI
MLCO
PEN
TRMD
RVNC
KRTX
ACVA
GRBK
CELH
PACB
AXSM
RMBS
MORF
ACLS
YPF
ROIV
TMDX
FLNC
ARRY
WING
HIMS
PRTA
SGML
SYM
RETA
MNSO
FSLR
SMCI
ISEE
EDU
IMGN
MDGL
ELF
TGTX
NUVL
AKRO
IMVT
RXDX
VKTX
BAM
ENLT
CR
